municipality,entity_type,municipal_rate,county_rate,local_ed_rate,state_ed_rate,total_rate,equalization_ratio_pct,equalized_rate_status,equalized_rate_estimate,equalized_rate_estimate_rigorous,estimate_method,net_assessed_valuation,net_tax_commitment,equalized_valuation,source_rates,source_ratio,source_county,retrieved,vintage
Sullivan,town,4.74,2.12,10.85,0.86,18.57,92.16,ESTIMATE (DRA 2025 official not yet published),17.11,17.02,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",119747964,2211821,129934857,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Sunapee,town,2.71,2.36,4.31,1.17,10.55,77.18,ESTIMATE (DRA 2025 official not yet published),8.14,8.11,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2446060371,25688271,3169293044,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Surry,town,2.31,2.48,10.9,1.13,16.82,79.85,ESTIMATE (DRA 2025 official not yet published),13.43,13.26,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",139050839,2309399,174140061,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Sutton,town,5.07,1.6,8.9,1.04,16.61,96.15,ESTIMATE (DRA 2025 official not yet published),15.97,15.8,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",574206834,9434954,597198995,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Swanzey,town,5.62,2.28,11.03,1.25,20.18,84.14,ESTIMATE (DRA 2025 official not yet published),16.98,16.45,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1030727357,20154438,1225014686,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Tamworth,town,3.37,0.73,9.59,1.09,14.78,90.83,ESTIMATE (DRA 2025 official not yet published),13.42,13.29,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",735906312,10765396,810201819,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Temple,town,3.75,0.9,9.65,1.06,15.36,97.82,ESTIMATE (DRA 2025 official not yet published),15.03,14.9,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",300774692,4580167,307477706,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Thompson & Meserve's Purchase,unincorporated,-1.03,4.32,0,0.91,4.2,77.38,ESTIMATE (DRA 2025 official not yet published),3.25,,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",,,,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Thornton,town,2.46,0.97,7.34,0.97,11.74,91.22,ESTIMATE (DRA 2025 official not yet published),10.71,10.59,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",995346353,11552443,1091149258,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Tilton,town,3.18,0.86,6.06,1.19,11.29,91.48,ESTIMATE (DRA 2025 official not yet published),10.33,10.15,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1120810418,12438955,1225197221,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Troy,town,8.9,2.44,9.03,1.17,21.54,85.87,ESTIMATE (DRA 2025 official not yet published),18.5,18.1,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",263387097,5552956,306727724,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Tuftonboro,town,2.22,0.72,2.5,0.96,6.4,96.9,ESTIMATE (DRA 2025 official not yet published),6.2,6.13,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2460413724,15577447,2539126650,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Unity,town,6,1.96,10.7,0.99,19.65,87.99,ESTIMATE (DRA 2025 official not yet published),17.29,17.03,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",250805272,4853145,285038382,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Wakefield,town,2.53,0.75,4.33,1.1,8.71,93.67,ESTIMATE (DRA 2025 official not yet published),8.16,8.02,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2289331418,19607193,2444039093,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Walpole,town,3.81,2.31,10,1.14,17.26,88.81,ESTIMATE (DRA 2025 official not yet published),15.33,15.17,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",751074584,12829995,845709474,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Warner,town,5.53,1.49,9.37,0.93,17.32,100.93,ESTIMATE (DRA 2025 official not yet published),17.48,17.28,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",652868469,11179074,646852739,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Warren,town,7.23,1.69,14.18,1.46,24.56,58.53,ESTIMATE (DRA 2025 official not yet published),14.37,14.16,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",107996895,2613624,184515454,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Washington,town,5.75,2.63,6.34,1.23,15.95,74.12,ESTIMATE (DRA 2025 official not yet published),11.82,11.7,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",378758944,5980494,511007750,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Waterville Valley,town,6.86,0.98,1.08,1.04,9.96,97.75,ESTIMATE (DRA 2025 official not yet published),9.74,9.72,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",742227744,7377000,759312270,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Weare,town,3.9,1.3,15,1.44,21.64,67.49,ESTIMATE (DRA 2025 official not yet published),14.6,14.46,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1315979717,28192192,1949888453,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Webster,town,4.9,1.84,9,1.14,16.88,84.12,ESTIMATE (DRA 2025 official not yet published),14.2,13.91,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",376556394,6226835,447641933,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Wentworth,town,10.49,1.89,14.57,1.59,28.54,50.36,ESTIMATE (DRA 2025 official not yet published),14.37,14.1,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",132483737,3709051,263073346,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Wentworth's Location,unincorporated,1.09,4.19,1.43,1.06,7.77,77.38,ESTIMATE (DRA 2025 official not yet published),6.01,6.01,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",13785991,107045,17815961,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Westmoreland,town,5.72,3,15.67,1.53,25.92,63.68,ESTIMATE (DRA 2025 official not yet published),16.51,16.36,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",204860361,5262308,321702828,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Whitefield,town,5.31,2.5,7.33,1.07,16.21,92.11,ESTIMATE (DRA 2025 official not yet published),14.93,14.73,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",447664966,7156573,486011254,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Wilmot,town,4.76,1.46,8.98,0.89,16.09,101.48,ESTIMATE (DRA 2025 official not yet published),16.33,16.23,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",413102116,6607564,407077371,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Wilton,town,8.65,1.25,15.6,1.48,26.98,70.23,ESTIMATE (DRA 2025 official not yet published),18.95,18.67,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",576646762,15331642,821083244,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Winchester,town,5.54,2.02,11.11,1,19.67,101.17,ESTIMATE (DRA 2025 official not yet published),19.9,19.59,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",616523277,11937462,609393375,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Windham,town,2.48,0.57,10.07,1.03,14.15,96.36,ESTIMATE (DRA 2025 official not yet published),13.63,13.54,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",5335751566,74964603,5537309637,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Windsor,town,3.67,1.4,4.08,1.39,10.54,57.09,ESTIMATE (DRA 2025 official not yet published),6.02,5.84,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",38713486,396173,67811326,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Wolfeboro,town,3.21,0.71,3.37,1.07,8.36,95.95,ESTIMATE (DRA 2025 official not yet published),8.02,7.98,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",4806472174,39958500,5009350885,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Woodstock,town,5.86,1.09,4.24,1.18,12.37,97.22,ESTIMATE (DRA 2025 official not yet published),12.03,11.93,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",584399229,7170093,601110089,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
