municipality,entity_type,municipal_rate,county_rate,local_ed_rate,state_ed_rate,total_rate,equalization_ratio_pct,equalized_rate_status,equalized_rate_estimate,equalized_rate_estimate_rigorous,estimate_method,net_assessed_valuation,net_tax_commitment,equalized_valuation,source_rates,source_ratio,source_county,retrieved,vintage
Fremont,town,3.28,0.56,12.07,1.04,16.95,92.49,ESTIMATE (DRA 2025 official not yet published),15.68,15.39,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",945154391,15723805,1021899006,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Gilford,town,4.03,1.06,5.61,1.15,11.85,75.96,ESTIMATE (DRA 2025 official not yet published),9.0,8.94,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",3557900820,41853061,4683913665,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Gilmanton,town,3.35,0.85,10.04,1.01,15.25,95.22,ESTIMATE (DRA 2025 official not yet published),14.52,14.38,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1070690171,16170820,1124438323,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Gilsum,town,4.54,2.1,8.6,0.89,16.13,95.98,ESTIMATE (DRA 2025 official not yet published),15.48,15.43,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",137525404,2211059,143285480,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Goffstown,town,7.02,1.08,11.59,1.19,20.88,80.95,ESTIMATE (DRA 2025 official not yet published),16.9,16.68,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2759445950,56874199,3408827610,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Gorham,town,9.03,2.54,10.92,0.96,23.45,99.5,ESTIMATE (DRA 2025 official not yet published),23.33,23.1,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",506427054,11759761,508971914,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Goshen,town,5.29,1.9,6.8,1,14.99,92.7,ESTIMATE (DRA 2025 official not yet published),13.9,13.77,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",163449422,2428580,176320844,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Grafton,town,3.22,0.94,10.74,0.93,15.83,101.59,ESTIMATE (DRA 2025 official not yet published),16.08,15.88,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",277654151,4340422,273308545,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Grantham,town,4.08,2.68,11.74,1.4,19.9,69.61,ESTIMATE (DRA 2025 official not yet published),13.85,13.72,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",771076767,15197070,1107709764,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Green's Grant,unincorporated,2.17,3.83,0,0.97,6.97,77.4,ESTIMATE (DRA 2025 official not yet published),5.39,5.38,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",9998500,69562,12917959,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Greenfield,town,8.01,0.92,11.01,1.06,21,94.78,ESTIMATE (DRA 2025 official not yet published),19.9,19.69,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",329929653,6854523,348100499,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Greenland,town,3.3,0.65,8.27,1.14,13.36,82.58,ESTIMATE (DRA 2025 official not yet published),11.03,10.89,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1431777930,18887010,1733807132,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Greenville,town,7.29,1.03,7.31,1.09,16.72,86.4,ESTIMATE (DRA 2025 official not yet published),14.45,14.06,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",229594999,3737212,265734953,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Groton,town,1.31,2.56,10.06,1.3,15.23,52.46,ESTIMATE (DRA 2025 official not yet published),7.99,7.8,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",110555627,1644316,210742713,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hadley's Purchase,unincorporated,0,0,0,0,0,77.4,ESTIMATE (DRA 2025 official not yet published),0.0,,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",0,0,,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hale's Location,unincorporated,0.63,0.77,0,0.93,2.33,94.6,ESTIMATE (DRA 2025 official not yet published),2.2,2.14,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",141706800,320995,149795772,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hampstead,town,3.51,0.61,13.83,1.14,19.09,88.41,ESTIMATE (DRA 2025 official not yet published),16.88,16.72,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2079512839,39315853,2352124012,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hampton,town,4.71,0.61,6.13,1.16,12.61,89.68,ESTIMATE (DRA 2025 official not yet published),11.31,11.14,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",6090519000,75673801,6791390500,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hampton Falls,town,2.89,0.62,10.15,1.14,14.8,81.92,ESTIMATE (DRA 2025 official not yet published),12.12,12.01,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",882473043,12940625,1077237601,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hancock,town,8.98,1.56,14.97,1.56,27.07,58.61,ESTIMATE (DRA 2025 official not yet published),15.87,15.72,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",304056946,8156771,518779980,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hanover,town,3.3,1.12,7.23,1.13,12.78,91.42,ESTIMATE (DRA 2025 official not yet published),11.68,11.66,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",3915430601,49952474,4282903742,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Harrisville,town,3.81,2.25,5.89,1.08,13.03,90.03,ESTIMATE (DRA 2025 official not yet published),11.73,11.7,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",350684009,4559182,389519059,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hart's Location,town,0.92,0.49,0.48,0.73,2.62,88.5,ESTIMATE (DRA 2025 official not yet published),2.32,2.3,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",37099696,96408,41920560,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Haverhill,town,6.67,1.06,13.89,1.12,22.74,84.12,ESTIMATE (DRA 2025 official not yet published),19.13,18.8,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",705997317,15777988,839274034,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hebron,town,3.1,1.61,2.81,1.54,9.06,60.57,ESTIMATE (DRA 2025 official not yet published),5.49,5.46,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",416834868,3759048,688187003,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Henniker,town,7.15,1.8,13.97,1.21,24.13,80.54,ESTIMATE (DRA 2025 official not yet published),19.43,19.3,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",752827108,18039774,934724495,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hill,town,3.37,1.51,7.38,1,13.26,97.8,ESTIMATE (DRA 2025 official not yet published),12.97,12.83,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",206959725,2714529,211615261,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hillsborough,town,7.95,1.03,10.98,1.09,21.05,91,ESTIMATE (DRA 2025 official not yet published),19.16,18.88,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1028917326,21343302,1130678380,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hinsdale,town,8.83,2.87,18.03,1.35,31.08,66.4,ESTIMATE (DRA 2025 official not yet published),20.64,20.19,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",436073790,13259121,656737636,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Holderness,town,2.15,1.34,4.8,1.13,9.42,71.31,ESTIMATE (DRA 2025 official not yet published),6.72,6.66,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1421983465,13285844,1994087035,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hollis,town,4.27,1.12,12.3,1.21,18.9,80.01,ESTIMATE (DRA 2025 official not yet published),15.12,15.02,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2326996801,43683196,2908382453,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hooksett,town,4.28,1.78,9.98,1.15,17.19,85.07,ESTIMATE (DRA 2025 official not yet published),14.62,14.32,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",3243665003,54590920,3812936409,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hopkinton,town,5.34,1.61,15.36,1.04,23.35,97.56,ESTIMATE (DRA 2025 official not yet published),22.78,22.18,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1421775389,32323631,1457334347,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Hudson,town,5.57,1.12,9.17,1.25,17.11,76.11,ESTIMATE (DRA 2025 official not yet published),13.02,12.87,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",5108767377,86371437,6712347099,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Jackson,town,3.25,0.75,3.54,1.07,8.61,95.06,ESTIMATE (DRA 2025 official not yet published),8.18,8.14,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",853951147,7314982,898328579,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Jaffrey,town,6.24,2.24,9.35,1.12,18.95,98.39,ESTIMATE (DRA 2025 official not yet published),18.64,17.58,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1032032616,18443351,1048920232,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Jefferson,town,3.34,3.96,12.7,1.66,21.66,56.78,ESTIMATE (DRA 2025 official not yet published),12.3,12.16,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",166457362,3563854,293161962,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Keene,city,13.61,3.26,15.93,1.57,34.37,62.38,ESTIMATE (DRA 2025 official not yet published),21.44,21.04,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",2282820368,76980878,3659538903,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Kensington,town,3.07,0.58,9.53,1.1,14.28,93.25,ESTIMATE (DRA 2025 official not yet published),13.32,13.2,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",691665725,9793134,741732681,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Kilkenny,unincorporated,-5.91,5.91,0,0,0,77.4,ESTIMATE (DRA 2025 official not yet published),0.0,,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",25700,0,33204,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Kingston,town,5.34,0.61,10.79,1.16,17.9,87.25,ESTIMATE (DRA 2025 official not yet published),15.62,15.41,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",1413550072,24960701,1620114696,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Laconia,city,5.21,0.93,5.72,1.12,12.98,90.38,ESTIMATE (DRA 2025 official not yet published),11.73,11.49,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",4794160001,60937076,5304447888,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Lancaster,town,8.24,3,8.69,1.14,21.07,80.63,ESTIMATE (DRA 2025 official not yet published),16.99,16.8,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",453889307,9455442,562928571,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Landaff,town,7.67,1.66,15.44,2.49,27.26,64.5,ESTIMATE (DRA 2025 official not yet published),17.58,17.49,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",62059913,1683307,96216919,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Langdon,town,5.29,2.96,18.53,1.63,28.41,63.79,ESTIMATE (DRA 2025 official not yet published),18.12,17.92,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",77489503,2177088,121475941,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Lebanon,city,8.1,1.13,11.16,1.14,21.53,94.34,ESTIMATE (DRA 2025 official not yet published),20.31,19.82,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",3570066264,75010679,3784255103,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
Lee,town,5.45,2.3,18.29,1.57,27.61,66.59,ESTIMATE (DRA 2025 official not yet published),18.39,18.21,"total_rate * equalization_ratio; +0.13 bias, median|err| 0.085 vs DRA 2024",740818237,20259903,1112506738,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-municipal-and-village-district-tax-rates.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/ratio-median-ratio-cod-prd-ten-year-history.xlsx,https://www.revenue.nh.gov/sites/g/files/ehbemt736/files/documents/2025-tables-by-county.xlsx,2026-08-21,2025
