district_id,year,function_code,function_name,amount,pct
423,2020,2300&2800,Genral Administration & Business,2979845.0,7.0
423,2020,2400,School Administration,1807630.0,4.2
423,2020,2500,Business Services,639843.0,1.5
423,2020,2600,Plant Operations,3140517.0,7.4
423,2020,2700,Transportation,1871555.0,4.4
423,2020,2900,Other Support Services,0.0,0.0
423,2020,1500,Non-public Programs,0.0,0.0
423,2020,"1600-1800,2750",Community Programs,0.0,0.0
423,2020,5120,Bond Interest,199134.0,0.5
423,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
423,2020,3100,Food Service,281027.17,0.7
423,2020,4000,Facility Construction,7036582.0,
423,2020,5100,Bonds & Notes Principal Repayment,1285000.0,
728,2020,1100,Regular Education,285636.0,39.6
728,2020,1200,Special Programs,0.0,0.0
728,2020,1300,Vocational Programs,0.0,0.0
728,2020,1400,Other Instructional Programs,0.0,0.0
728,2020,2100,Student Support Services,11983.0,1.7
728,2020,2200,Instructional Staff Support,60938.0,8.4
728,2020,2300&2800,Genral Administration & Business,18501.0,2.6
728,2020,2400,School Administration,193457.0,26.8
728,2020,2500,Business Services,1705.0,0.2
728,2020,2600,Plant Operations,94703.0,13.1
728,2020,2700,Transportation,1963.0,0.3
728,2020,2900,Other Support Services,0.0,0.0
728,2020,1500,Non-public Programs,0.0,0.0
728,2020,"1600-1800,2750",Community Programs,0.0,0.0
728,2020,5120,Bond Interest,53044.0,7.3
728,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
728,2020,3100,Food Service,0.0,0.0
728,2020,4000,Facility Construction,109215.0,
728,2020,5100,Bonds & Notes Principal Repayment,79301.0,
425,2020,1100,Regular Education,10830887.0,36.9
425,2020,1200,Special Programs,5374612.0,18.3
425,2020,1300,Vocational Programs,61384.0,0.2
425,2020,1400,Other Instructional Programs,543831.0,1.9
425,2020,2100,Student Support Services,2726949.0,9.3
425,2020,2200,Instructional Staff Support,960540.0,3.3
425,2020,2300&2800,Genral Administration & Business,1809014.0,6.2
425,2020,2400,School Administration,1545385.0,5.3
425,2020,2500,Business Services,398972.0,1.4
425,2020,2600,Plant Operations,2299205.0,7.8
425,2020,2700,Transportation,1692961.0,5.8
425,2020,2900,Other Support Services,0.0,0.0
425,2020,1500,Non-public Programs,0.0,0.0
425,2020,"1600-1800,2750",Community Programs,0.0,0.0
425,2020,5120,Bond Interest,695115.0,2.4
425,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
425,2020,3100,Food Service,429806.91,1.5
425,2020,4000,Facility Construction,403936.0,
425,2020,5100,Bonds & Notes Principal Repayment,1040000.0,
427,2020,1100,Regular Education,10462825.0,43.9
427,2020,1200,Special Programs,3658246.0,15.3
427,2020,1300,Vocational Programs,854577.0,3.6
427,2020,1400,Other Instructional Programs,553492.0,2.3
427,2020,2100,Student Support Services,2005446.0,8.4
427,2020,2200,Instructional Staff Support,474997.0,2.0
427,2020,2300&2800,Genral Administration & Business,743766.0,3.1
427,2020,2400,School Administration,2149250.0,9.0
427,2020,2500,Business Services,0.0,0.0
427,2020,2600,Plant Operations,1790399.0,7.5
427,2020,2700,Transportation,755173.0,3.2
427,2020,2900,Other Support Services,0.0,0.0
427,2020,1500,Non-public Programs,0.0,0.0
427,2020,"1600-1800,2750",Community Programs,0.0,0.0
427,2020,5120,Bond Interest,5850.0,0.0
427,2020,5310+5390,Charter Schools/Other Agencies,101420.92,0.4
427,2020,3100,Food Service,290077.6699999999,1.2
427,2020,4000,Facility Construction,740752.0,
427,2020,5100,Bonds & Notes Principal Repayment,45000.0,
428,2020,1100,Regular Education,5334144.0,38.4
428,2020,1200,Special Programs,2091604.0,15.1
428,2020,1300,Vocational Programs,790219.0,5.7
428,2020,1400,Other Instructional Programs,479075.0,3.4
428,2020,2100,Student Support Services,1027530.0,7.4
428,2020,2200,Instructional Staff Support,262571.0,1.9
428,2020,2300&2800,Genral Administration & Business,958405.0,6.9
428,2020,2400,School Administration,608267.0,4.4
428,2020,2500,Business Services,11326.0,0.1
428,2020,2600,Plant Operations,1424349.0,10.3
428,2020,2700,Transportation,606998.0,4.4
428,2020,2900,Other Support Services,0.0,0.0
428,2020,1500,Non-public Programs,0.0,0.0
428,2020,"1600-1800,2750",Community Programs,0.0,0.0
428,2020,5120,Bond Interest,216484.0,1.6
428,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
428,2020,3100,Food Service,77318.59999999999,0.6
428,2020,4000,Facility Construction,1136573.0,
428,2020,5100,Bonds & Notes Principal Repayment,390282.0,
435,2020,1100,Regular Education,840703.0,47.5
435,2020,1200,Special Programs,229956.0,13.0
435,2020,1300,Vocational Programs,47000.0,2.7
435,2020,1400,Other Instructional Programs,5151.0,0.3
435,2020,2100,Student Support Services,85893.0,4.9
435,2020,2200,Instructional Staff Support,33190.0,1.9
435,2020,2300&2800,Genral Administration & Business,174275.0,9.9
435,2020,2400,School Administration,124207.0,7.0
435,2020,2500,Business Services,0.0,0.0
435,2020,2600,Plant Operations,113855.0,6.4
435,2020,2700,Transportation,88993.0,5.0
435,2020,2900,Other Support Services,0.0,0.0
435,2020,1500,Non-public Programs,0.0,0.0
435,2020,"1600-1800,2750",Community Programs,0.0,0.0
435,2020,5120,Bond Interest,0.0,0.0
435,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
435,2020,3100,Food Service,25349.0,1.4
435,2020,4000,Facility Construction,0.0,
435,2020,5100,Bonds & Notes Principal Repayment,0.0,
437,2020,1100,Regular Education,1304391.0,46.9
437,2020,1200,Special Programs,124774.0,4.5
437,2020,1300,Vocational Programs,320.0,0.0
437,2020,1400,Other Instructional Programs,78852.0,2.8
437,2020,2100,Student Support Services,254541.0,9.2
437,2020,2200,Instructional Staff Support,53153.0,1.9
437,2020,2300&2800,Genral Administration & Business,330444.0,11.9
437,2020,2400,School Administration,204468.0,7.4
437,2020,2500,Business Services,0.0,0.0
437,2020,2600,Plant Operations,302084.0,10.9
437,2020,2700,Transportation,82471.0,3.0
437,2020,2900,Other Support Services,0.0,0.0
437,2020,1500,Non-public Programs,0.0,0.0
437,2020,"1600-1800,2750",Community Programs,0.0,0.0
437,2020,5120,Bond Interest,0.0,0.0
437,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
437,2020,3100,Food Service,44594.2,1.6
437,2020,4000,Facility Construction,0.0,
437,2020,5100,Bonds & Notes Principal Repayment,0.0,
439,2020,1100,Regular Education,3384758.0,31.2
439,2020,1200,Special Programs,2416597.0,22.3
439,2020,1300,Vocational Programs,24927.0,0.2
439,2020,1400,Other Instructional Programs,119771.0,1.1
439,2020,2100,Student Support Services,1187661.0,10.9
439,2020,2200,Instructional Staff Support,621520.0,5.7
439,2020,2300&2800,Genral Administration & Business,356050.0,3.3
439,2020,2400,School Administration,811505.0,7.5
439,2020,2500,Business Services,0.0,0.0
439,2020,2600,Plant Operations,1175397.0,10.8
439,2020,2700,Transportation,450776.0,4.2
439,2020,2900,Other Support Services,0.0,0.0
439,2020,1500,Non-public Programs,7000.0,0.1
439,2020,"1600-1800,2750",Community Programs,0.0,0.0
439,2020,5120,Bond Interest,15238.0,0.1
439,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
439,2020,3100,Food Service,278726.2,2.6
439,2020,4000,Facility Construction,0.0,
439,2020,5100,Bonds & Notes Principal Repayment,265000.0,
441,2020,1100,Regular Education,3178862.0,51.4
441,2020,1200,Special Programs,1145260.0,18.5
441,2020,1300,Vocational Programs,0.0,0.0
441,2020,1400,Other Instructional Programs,27499.0,0.4
441,2020,2100,Student Support Services,344890.0,5.6
441,2020,2200,Instructional Staff Support,176833.0,2.9
441,2020,2300&2800,Genral Administration & Business,475662.0,7.7
441,2020,2400,School Administration,323784.0,5.2
441,2020,2500,Business Services,0.0,0.0
441,2020,2600,Plant Operations,295804.0,4.8
441,2020,2700,Transportation,190119.0,3.1
441,2020,2900,Other Support Services,0.0,0.0
441,2020,1500,Non-public Programs,0.0,0.0
441,2020,"1600-1800,2750",Community Programs,0.0,0.0
441,2020,5120,Bond Interest,9356.0,0.2
441,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
441,2020,3100,Food Service,22466.1,0.4
441,2020,4000,Facility Construction,47577.0,
441,2020,5100,Bonds & Notes Principal Repayment,85000.0,
447,2020,1100,Regular Education,3428114.0,41.5
447,2020,1200,Special Programs,1798813.0,21.8
447,2020,1300,Vocational Programs,0.0,0.0
447,2020,1400,Other Instructional Programs,144647.0,1.8
447,2020,2100,Student Support Services,624625.0,7.6
447,2020,2200,Instructional Staff Support,182387.0,2.2
447,2020,2300&2800,Genral Administration & Business,467979.0,5.7
447,2020,2400,School Administration,428722.0,5.2
447,2020,2500,Business Services,3984.0,0.0
447,2020,2600,Plant Operations,595442.0,7.2
447,2020,2700,Transportation,216216.0,2.6
447,2020,2900,Other Support Services,0.0,0.0
447,2020,1500,Non-public Programs,0.0,0.0
447,2020,"1600-1800,2750",Community Programs,242914.0,2.9
447,2020,5120,Bond Interest,0.0,0.0
447,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
447,2020,3100,Food Service,124874.20999999999,1.5
447,2020,4000,Facility Construction,159161.0,
447,2020,5100,Bonds & Notes Principal Repayment,0.0,
735,2020,1100,Regular Education,662258.0,80.0
735,2020,1200,Special Programs,0.0,0.0
735,2020,1300,Vocational Programs,0.0,0.0
735,2020,1400,Other Instructional Programs,0.0,0.0
735,2020,2100,Student Support Services,0.0,0.0
735,2020,2200,Instructional Staff Support,0.0,0.0
735,2020,2300&2800,Genral Administration & Business,12368.0,1.5
735,2020,2400,School Administration,9595.0,1.2
735,2020,2500,Business Services,6676.0,0.8
735,2020,2600,Plant Operations,135514.0,16.4
735,2020,2700,Transportation,993.0,0.1
735,2020,2900,Other Support Services,0.0,0.0
735,2020,1500,Non-public Programs,0.0,0.0
735,2020,"1600-1800,2750",Community Programs,0.0,0.0
735,2020,5120,Bond Interest,0.0,0.0
735,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
735,2020,3100,Food Service,0.0,0.0
735,2020,4000,Facility Construction,0.0,
735,2020,5100,Bonds & Notes Principal Repayment,0.0,
449,2020,1100,Regular Education,22953881.0,43.2
449,2020,1200,Special Programs,9103771.0,17.1
449,2020,1300,Vocational Programs,1568055.0,2.9
449,2020,1400,Other Instructional Programs,860062.0,1.6
449,2020,2100,Student Support Services,5973408.0,11.2
449,2020,2200,Instructional Staff Support,863333.0,1.6
449,2020,2300&2800,Genral Administration & Business,2541150.0,4.8
449,2020,2400,School Administration,2762369.0,5.2
449,2020,2500,Business Services,656349.0,1.2
449,2020,2600,Plant Operations,4237241.0,8.0
449,2020,2700,Transportation,1201749.0,2.3
449,2020,2900,Other Support Services,0.0,0.0
449,2020,1500,Non-public Programs,0.0,0.0
449,2020,"1600-1800,2750",Community Programs,0.0,0.0
449,2020,5120,Bond Interest,0.0,0.0
449,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
449,2020,3100,Food Service,467551.07,0.9
449,2020,4000,Facility Construction,0.0,
449,2020,5100,Bonds & Notes Principal Repayment,0.0,
450,2020,1100,Regular Education,2340170.0,43.0
450,2020,1200,Special Programs,673586.0,12.4
450,2020,1300,Vocational Programs,115267.0,2.1
450,2020,1400,Other Instructional Programs,123447.0,2.3
450,2020,2100,Student Support Services,329200.0,6.1
450,2020,2200,Instructional Staff Support,318290.0,5.9
450,2020,2300&2800,Genral Administration & Business,331779.0,6.1
450,2020,2400,School Administration,404054.0,7.4
450,2020,2500,Business Services,0.0,0.0
450,2020,2600,Plant Operations,444658.0,8.2
450,2020,2700,Transportation,105759.0,1.9
450,2020,2900,Other Support Services,0.0,0.0
450,2020,1500,Non-public Programs,0.0,0.0
450,2020,"1600-1800,2750",Community Programs,0.0,0.0
450,2020,5120,Bond Interest,172656.0,3.2
450,2020,5310+5390,Charter Schools/Other Agencies,11990.0,0.2
450,2020,3100,Food Service,66369.26000000001,1.2
450,2020,4000,Facility Construction,0.0,
450,2020,5100,Bonds & Notes Principal Repayment,645000.0,
453,2020,1100,Regular Education,8256710.0,34.9
453,2020,1200,Special Programs,5854459.0,24.7
453,2020,1300,Vocational Programs,147888.0,0.6
453,2020,1400,Other Instructional Programs,471238.0,2.0
453,2020,2100,Student Support Services,1447406.0,6.1
453,2020,2200,Instructional Staff Support,1081798.0,4.6
453,2020,2300&2800,Genral Administration & Business,897935.0,3.8
453,2020,2400,School Administration,1429446.0,6.0
453,2020,2500,Business Services,262820.0,1.1
453,2020,2600,Plant Operations,1929807.0,8.1
453,2020,2700,Transportation,1079619.0,4.6
453,2020,2900,Other Support Services,0.0,0.0
453,2020,1500,Non-public Programs,0.0,0.0
453,2020,"1600-1800,2750",Community Programs,14801.0,0.1
453,2020,5120,Bond Interest,447314.0,1.9
453,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
453,2020,3100,Food Service,361456.66000000003,1.5
453,2020,4000,Facility Construction,0.0,
453,2020,5100,Bonds & Notes Principal Repayment,648382.0,
737,2020,1100,Regular Education,213546.0,46.7
737,2020,1200,Special Programs,0.0,0.0
737,2020,1300,Vocational Programs,0.0,0.0
737,2020,1400,Other Instructional Programs,0.0,0.0
737,2020,2100,Student Support Services,3011.0,0.7
737,2020,2200,Instructional Staff Support,7083.0,1.6
737,2020,2300&2800,Genral Administration & Business,15010.0,3.3
737,2020,2400,School Administration,107324.0,23.5
737,2020,2500,Business Services,6979.0,1.5
737,2020,2600,Plant Operations,102020.0,22.3
737,2020,2700,Transportation,1825.0,0.4
737,2020,2900,Other Support Services,0.0,0.0
737,2020,1500,Non-public Programs,0.0,0.0
737,2020,"1600-1800,2750",Community Programs,0.0,0.0
737,2020,5120,Bond Interest,75.0,0.0
737,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
737,2020,3100,Food Service,0.0,0.0
737,2020,4000,Facility Construction,0.0,
737,2020,5100,Bonds & Notes Principal Repayment,30000.0,
461,2020,1100,Regular Education,24730612.0,37.5
461,2020,1200,Special Programs,17441284.0,26.5
461,2020,1300,Vocational Programs,1793679.0,2.7
461,2020,1400,Other Instructional Programs,646787.0,1.0
461,2020,2100,Student Support Services,2735069.0,4.2
461,2020,2200,Instructional Staff Support,2849565.0,4.3
461,2020,2300&2800,Genral Administration & Business,2658260.0,4.0
461,2020,2400,School Administration,3563274.0,5.4
461,2020,2500,Business Services,660124.0,1.0
461,2020,2600,Plant Operations,4771782.0,7.2
461,2020,2700,Transportation,2166208.0,3.3
461,2020,2900,Other Support Services,0.0,0.0
461,2020,1500,Non-public Programs,15112.0,0.0
461,2020,"1600-1800,2750",Community Programs,33571.0,0.1
461,2020,5120,Bond Interest,661306.0,1.0
461,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
461,2020,3100,Food Service,1177045.75,1.8
461,2020,4000,Facility Construction,1607050.0,
461,2020,5100,Bonds & Notes Principal Repayment,1702526.0,
463,2020,1100,Regular Education,2770077.0,51.2
463,2020,1200,Special Programs,991048.0,18.3
463,2020,1300,Vocational Programs,0.0,0.0
463,2020,1400,Other Instructional Programs,925.0,0.0
463,2020,2100,Student Support Services,382031.0,7.1
463,2020,2200,Instructional Staff Support,86741.0,1.6
463,2020,2300&2800,Genral Administration & Business,214408.0,4.0
463,2020,2400,School Administration,197183.0,3.6
463,2020,2500,Business Services,1771.0,0.0
463,2020,2600,Plant Operations,435658.0,8.1
463,2020,2700,Transportation,302715.0,5.6
463,2020,2900,Other Support Services,0.0,0.0
463,2020,1500,Non-public Programs,0.0,0.0
463,2020,"1600-1800,2750",Community Programs,0.0,0.0
463,2020,5120,Bond Interest,0.0,0.0
463,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
463,2020,3100,Food Service,29216.97,0.5
463,2020,4000,Facility Construction,0.0,
463,2020,5100,Bonds & Notes Principal Repayment,0.0,
467,2020,1100,Regular Education,1186320.0,40.1
467,2020,1200,Special Programs,530237.0,17.9
467,2020,1300,Vocational Programs,0.0,0.0
467,2020,1400,Other Instructional Programs,204069.0,6.9
467,2020,2100,Student Support Services,253221.0,8.6
467,2020,2200,Instructional Staff Support,27636.0,0.9
467,2020,2300&2800,Genral Administration & Business,119125.0,4.0
467,2020,2400,School Administration,219512.0,7.4
467,2020,2500,Business Services,3185.0,0.1
467,2020,2600,Plant Operations,249434.0,8.4
467,2020,2700,Transportation,118623.0,4.0
467,2020,2900,Other Support Services,0.0,0.0
467,2020,1500,Non-public Programs,0.0,0.0
467,2020,"1600-1800,2750",Community Programs,206.0,0.0
467,2020,5120,Bond Interest,0.0,0.0
467,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
467,2020,3100,Food Service,49602.6,1.7
467,2020,4000,Facility Construction,2343695.0,
467,2020,5100,Bonds & Notes Principal Repayment,0.0,
471,2020,1100,Regular Education,7773215.0,57.4
471,2020,1200,Special Programs,1563908.0,11.5
471,2020,1300,Vocational Programs,0.0,0.0
471,2020,1400,Other Instructional Programs,160096.0,1.2
471,2020,2100,Student Support Services,853697.0,6.3
471,2020,2200,Instructional Staff Support,485774.0,3.6
471,2020,2300&2800,Genral Administration & Business,738817.0,5.5
471,2020,2400,School Administration,527629.0,3.9
471,2020,2500,Business Services,90.0,0.0
471,2020,2600,Plant Operations,1051729.0,7.8
471,2020,2700,Transportation,325847.0,2.4
471,2020,2900,Other Support Services,0.0,0.0
471,2020,1500,Non-public Programs,0.0,0.0
471,2020,"1600-1800,2750",Community Programs,0.0,0.0
471,2020,5120,Bond Interest,0.0,0.0
471,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
471,2020,3100,Food Service,59611.850000000006,0.4
471,2020,4000,Facility Construction,700.0,
471,2020,5100,Bonds & Notes Principal Repayment,0.0,
473,2020,1100,Regular Education,27765700.0,42.2
473,2020,1200,Special Programs,10724691.0,16.3
473,2020,1300,Vocational Programs,1806940.0,2.7
473,2020,1400,Other Instructional Programs,907150.0,1.4
473,2020,2100,Student Support Services,5891211.0,9.0
473,2020,2200,Instructional Staff Support,2708175.0,4.1
473,2020,2300&2800,Genral Administration & Business,1157119.0,1.8
473,2020,2400,School Administration,3308220.0,5.0
473,2020,2500,Business Services,538149.0,0.8
473,2020,2600,Plant Operations,4903968.0,7.5
473,2020,2700,Transportation,2690347.0,4.1
473,2020,2900,Other Support Services,0.0,0.0
473,2020,1500,Non-public Programs,0.0,0.0
473,2020,"1600-1800,2750",Community Programs,340725.0,0.5
473,2020,5120,Bond Interest,2452786.0,3.7
473,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
473,2020,3100,Food Service,573176.67,0.9
473,2020,4000,Facility Construction,1928987.0,
473,2020,5100,Bonds & Notes Principal Repayment,4910000.0,
476,2020,1100,Regular Education,13021298.0,39.9
476,2020,1200,Special Programs,5572148.0,17.1
476,2020,1300,Vocational Programs,205348.0,0.6
476,2020,1400,Other Instructional Programs,587857.0,1.8
476,2020,2100,Student Support Services,2442312.0,7.5
476,2020,2200,Instructional Staff Support,590363.0,1.8
476,2020,2300&2800,Genral Administration & Business,1875852.0,5.7
476,2020,2400,School Administration,2122569.0,6.5
476,2020,2500,Business Services,455235.0,1.4
476,2020,2600,Plant Operations,3104325.0,9.5
476,2020,2700,Transportation,1207231.0,3.7
476,2020,2900,Other Support Services,0.0,0.0
476,2020,1500,Non-public Programs,1.0,0.0
476,2020,"1600-1800,2750",Community Programs,0.0,0.0
476,2020,5120,Bond Interest,1194926.0,3.7
476,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
476,2020,3100,Food Service,280065.0,0.9
476,2020,4000,Facility Construction,483467.0,
476,2020,5100,Bonds & Notes Principal Repayment,1112322.0,
485,2020,1100,Regular Education,6480710.0,44.3
485,2020,1200,Special Programs,2903655.0,19.9
485,2020,1300,Vocational Programs,0.0,0.0
485,2020,1400,Other Instructional Programs,91481.0,0.6
485,2020,2100,Student Support Services,747285.0,5.1
485,2020,2200,Instructional Staff Support,911298.0,6.2
485,2020,2300&2800,Genral Administration & Business,661850.0,4.5
485,2020,2400,School Administration,816216.0,5.6
485,2020,2500,Business Services,0.0,0.0
485,2020,2600,Plant Operations,945353.0,6.5
485,2020,2700,Transportation,785204.0,5.4
485,2020,2900,Other Support Services,0.0,0.0
485,2020,1500,Non-public Programs,0.0,0.0
485,2020,"1600-1800,2750",Community Programs,0.0,0.0
485,2020,5120,Bond Interest,11873.0,0.1
485,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
485,2020,3100,Food Service,258819.93,1.8
485,2020,4000,Facility Construction,111358.0,
485,2020,5100,Bonds & Notes Principal Repayment,118673.0,
705,2020,1100,Regular Education,1473328.0,58.2
705,2020,1200,Special Programs,204802.0,8.1
705,2020,1300,Vocational Programs,0.0,0.0
705,2020,1400,Other Instructional Programs,26716.0,1.1
705,2020,2100,Student Support Services,38920.0,1.5
705,2020,2200,Instructional Staff Support,73993.0,2.9
705,2020,2300&2800,Genral Administration & Business,7919.0,0.3
705,2020,2400,School Administration,337536.0,13.3
705,2020,2500,Business Services,14557.0,0.6
705,2020,2600,Plant Operations,253563.0,10.0
705,2020,2700,Transportation,0.0,0.0
705,2020,2900,Other Support Services,0.0,0.0
705,2020,1500,Non-public Programs,0.0,0.0
705,2020,"1600-1800,2750",Community Programs,64167.0,2.5
705,2020,5120,Bond Interest,39017.0,1.5
705,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
705,2020,3100,Food Service,-1026.75,0.0
705,2020,4000,Facility Construction,114489.0,
705,2020,5100,Bonds & Notes Principal Repayment,60966.0,
486,2020,1100,Regular Education,9332662.0,41.9
486,2020,1200,Special Programs,3602069.0,16.2
486,2020,1300,Vocational Programs,170854.0,0.8
486,2020,1400,Other Instructional Programs,462984.0,2.1
486,2020,2100,Student Support Services,2383327.0,10.7
486,2020,2200,Instructional Staff Support,1253801.0,5.6
486,2020,2300&2800,Genral Administration & Business,393085.0,1.8
486,2020,2400,School Administration,1269165.0,5.7
486,2020,2500,Business Services,331172.0,1.5
486,2020,2600,Plant Operations,1753957.0,7.9
486,2020,2700,Transportation,891621.0,4.0
486,2020,2900,Other Support Services,0.0,0.0
486,2020,1500,Non-public Programs,0.0,0.0
486,2020,"1600-1800,2750",Community Programs,2167.0,0.0
486,2020,5120,Bond Interest,0.0,0.0
486,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
486,2020,3100,Food Service,404614.38,1.8
486,2020,4000,Facility Construction,345281.0,
486,2020,5100,Bonds & Notes Principal Repayment,0.0,
491,2020,1100,Regular Education,9120820.0,34.4
491,2020,1200,Special Programs,5888406.0,22.2
491,2020,1300,Vocational Programs,826477.0,3.1
491,2020,1400,Other Instructional Programs,396707.0,1.5
491,2020,2100,Student Support Services,2136825.0,8.1
491,2020,2200,Instructional Staff Support,549591.0,2.1
491,2020,2300&2800,Genral Administration & Business,1425588.0,5.4
491,2020,2400,School Administration,1730821.0,6.5
491,2020,2500,Business Services,98212.0,0.4
491,2020,2600,Plant Operations,2244790.0,8.5
491,2020,2700,Transportation,1007429.0,3.8
491,2020,2900,Other Support Services,0.0,0.0
491,2020,1500,Non-public Programs,0.0,0.0
491,2020,"1600-1800,2750",Community Programs,0.0,0.0
491,2020,5120,Bond Interest,606530.0,2.3
491,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
491,2020,3100,Food Service,479168.06999999995,1.8
491,2020,4000,Facility Construction,2808654.0,
491,2020,5100,Bonds & Notes Principal Repayment,1240480.0,
493,2020,1100,Regular Education,7206165.0,42.1
493,2020,1200,Special Programs,2546265.0,14.9
493,2020,1300,Vocational Programs,16377.0,0.1
493,2020,1400,Other Instructional Programs,643923.0,3.8
493,2020,2100,Student Support Services,1720834.0,10.1
493,2020,2200,Instructional Staff Support,516670.0,3.0
493,2020,2300&2800,Genral Administration & Business,1544404.0,9.0
493,2020,2400,School Administration,915226.0,5.4
493,2020,2500,Business Services,462.0,0.0
493,2020,2600,Plant Operations,1354133.0,7.9
493,2020,2700,Transportation,461195.0,2.7
493,2020,2900,Other Support Services,0.0,0.0
493,2020,1500,Non-public Programs,0.0,0.0
493,2020,"1600-1800,2750",Community Programs,0.0,0.0
493,2020,5120,Bond Interest,12245.0,0.1
493,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
493,2020,3100,Food Service,167548.88999999998,1.0
493,2020,4000,Facility Construction,0.0,
493,2020,5100,Bonds & Notes Principal Repayment,155000.0,
495,2020,1100,Regular Education,1177829.0,49.9
495,2020,1200,Special Programs,536789.0,22.7
495,2020,1300,Vocational Programs,0.0,0.0
495,2020,1400,Other Instructional Programs,8554.0,0.4
495,2020,2100,Student Support Services,108709.0,4.6
495,2020,2200,Instructional Staff Support,60218.0,2.5
495,2020,2300&2800,Genral Administration & Business,81907.0,3.5
495,2020,2400,School Administration,197139.0,8.3
495,2020,2500,Business Services,0.0,0.0
495,2020,2600,Plant Operations,133441.0,5.6
495,2020,2700,Transportation,56971.0,2.4
495,2020,2900,Other Support Services,0.0,0.0
495,2020,1500,Non-public Programs,0.0,0.0
495,2020,"1600-1800,2750",Community Programs,0.0,0.0
495,2020,5120,Bond Interest,0.0,0.0
495,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
495,2020,3100,Food Service,241.25,0.0
495,2020,4000,Facility Construction,0.0,
495,2020,5100,Bonds & Notes Principal Repayment,0.0,
714,2020,1100,Regular Education,155442.0,31.0
714,2020,1200,Special Programs,0.0,0.0
714,2020,1300,Vocational Programs,0.0,0.0
714,2020,1400,Other Instructional Programs,0.0,0.0
714,2020,2100,Student Support Services,106633.0,21.3
714,2020,2200,Instructional Staff Support,0.0,0.0
714,2020,2300&2800,Genral Administration & Business,33966.0,6.8
714,2020,2400,School Administration,119200.0,23.8
714,2020,2500,Business Services,0.0,0.0
714,2020,2600,Plant Operations,86226.0,17.2
714,2020,2700,Transportation,0.0,0.0
714,2020,2900,Other Support Services,0.0,0.0
714,2020,1500,Non-public Programs,0.0,0.0
714,2020,"1600-1800,2750",Community Programs,0.0,0.0
714,2020,5120,Bond Interest,0.0,0.0
714,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
714,2020,3100,Food Service,0.0,0.0
714,2020,4000,Facility Construction,0.0,
714,2020,5100,Bonds & Notes Principal Repayment,0.0,
499,2020,1100,Regular Education,674044.0,64.1
499,2020,1200,Special Programs,13415.0,1.3
499,2020,1300,Vocational Programs,0.0,0.0
499,2020,1400,Other Instructional Programs,4140.0,0.4
499,2020,2100,Student Support Services,39617.0,3.8
499,2020,2200,Instructional Staff Support,5925.0,0.6
499,2020,2300&2800,Genral Administration & Business,121528.0,11.6
499,2020,2400,School Administration,65141.0,6.2
499,2020,2500,Business Services,0.0,0.0
499,2020,2600,Plant Operations,51431.0,4.9
499,2020,2700,Transportation,51489.0,4.9
499,2020,2900,Other Support Services,0.0,0.0
499,2020,1500,Non-public Programs,0.0,0.0
499,2020,"1600-1800,2750",Community Programs,0.0,0.0
499,2020,5120,Bond Interest,0.0,0.0
499,2020,5310+5390,Charter Schools/Other Agencies,0.0,0.0
499,2020,3100,Food Service,25149.0,2.4
499,2020,4000,Facility Construction,37460.0,
499,2020,5100,Bonds & Notes Principal Repayment,0.0,
501,2020,1100,Regular Education,1202737.0,54.7
501,2020,1200,Special Programs,184087.0,8.4
501,2020,1300,Vocational Programs,0.0,0.0
501,2020,1400,Other Instructional Programs,10084.0,0.5
501,2020,2100,Student Support Services,159066.0,7.2
501,2020,2200,Instructional Staff Support,45829.0,2.1
501,2020,2300&2800,Genral Administration & Business,178856.0,8.1
501,2020,2400,School Administration,144411.0,6.6
501,2020,2500,Business Services,0.0,0.0
501,2020,2600,Plant Operations,128519.0,5.8
501,2020,2700,Transportation,93176.0,4.2
501,2020,2900,Other Support Services,0.0,0.0
